Snap,x1mis_allha,x1mis_ntha,x1mis_allbb,x1mis_ntbb,x2jxq_allha,x2jxq_ntha,x2jxq_allbb,x2jxq_ntbb,x1f5g_allha,x1f5g_ntha,x1f5g_allbb,x1f5g_ntbb,x2l8f_allha,x2l8f_ntha,x2l8f_allbb,x2l8f_ntbb,x1zih_allha,x1zih_ntha,x1zih_allbb,x1zih_ntbb,x1zihstem_allha,x1zihstem_ntha,x1zihstem_allbb,x1zihstem_ntbb,x1szy_allha,x1szy_ntha,x1szy_allbb,x1szy_ntbb,x1szystem_allha,x1szystem_ntha,x1szystem_allbb,x1szystem_ntbb,x2koc_allha,x2koc_ntha,x2koc_allbb,x2koc_ntbb,x2kocstem_allha,x2kocstem_ntha,x2kocstem_allbb,x2kocstem_ntbb,x1d20_allha,x1d20_ntha,x1d20_allbb,x1d20_ntbb,x2hkb_allha,x2hkb_ntha,x2hkb_allbb,x2hkb_ntbb
1,2.41208,2.13247,1.70506,1.40583,1.86671,1.72815,1.97212,1.8402,1.83887,1.4761,1.50196,1.24384,1.43136,1.17175,1.36895,1.18127,2.45597,2.11498,2.88319,1.96951,2.32002,1.93004,2.81733,1.83688,1.85112,1.88118,1.8333,1.8283,1.53535,1.54279,1.52247,1.5023,2.08801,2.05909,2.27461,2.2649,1.95198,1.92791,2.2078,2.20826,1.46602,1.18862,1.47183,1.20904,1.73195,1.54687,1.75662,1.70899
4,2.71241,2.34224,1.91215,1.53128,2.56433,2.35538,2.67943,2.43754,2.60327,2.08549,1.93394,1.55217,2.29999,1.94388,2.17275,1.88113,2.54114,1.98011,3.06291,1.88254,2.48583,1.8636,3.01741,1.66929,2.41931,2.48725,2.3891,2.40559,1.79003,1.82984,2.00169,2.00969,2.72414,2.61622,3.07765,2.9635,2.61701,2.53359,3.05175,2.95392,2.78949,2.27895,3.0692,2.57794,2.2736,2.1207,2.41563,2.32653
9,2.54948,2.22975,1.78363,1.45138,3.0079,2.83976,3.13585,2.98125,3.74842,3.14195,2.64322,2.17445,2.72507,1.87132,2.38951,1.94277,3.24749,2.8825,3.82315,3.18417,2.89752,2.39126,3.28615,2.32427,3.12203,3.12149,3.15854,3.14801,2.38972,2.27884,2.48981,2.41975,2.20911,2.00124,2.39283,2.17043,1.97798,1.76216,2.2594,2.01625,2.86252,2.35751,3.16578,2.72252,2.6605,2.28873,2.59129,2.35585
14,3.22952,2.75416,2.12668,1.65961,3.49227,3.01379,3.69293,3.29651,2.98675,2.53266,2.26144,1.85933,2.92644,1.87111,2.51443,1.9303,3.38757,2.92448,4.10098,3.48964,3.03396,2.36357,3.44306,2.39455,3.08927,3.12574,2.9122,2.93251,1.87511,1.81272,2.05685,2.03196,2.72849,2.57417,2.98865,2.80339,2.27375,2.13383,2.69588,2.51517,4.04872,3.63128,4.46806,4.12007,2.42879,2.12343,2.41857,2.18768
19,2.78116,2.50683,1.94059,1.62114,2.78735,2.59602,2.94241,2.74811,3.45969,2.92813,2.62086,2.23423,2.89953,1.92814,2.55379,1.9163,3.24396,2.92295,3.76317,3.34619,2.89399,2.46514,3.15784,2.52327,2.77777,2.85153,2.65819,2.69051,1.88198,1.90988,2.14761,2.16064,2.50432,2.38526,2.72985,2.57524,2.05391,2.00108,2.35891,2.24181,3.27824,2.83487,3.62069,3.24456,2.91618,2.54838,3.08649,2.79756
24,3.00607,2.63689,1.93228,1.53952,3.10436,2.94439,3.2968,3.15559,2.91731,2.57514,2.242,1.98697,3.20047,2.11698,2.84034,2.15374,3.11799,2.57782,3.61073,3.10666,2.7616,1.9972,2.96213,2.11742,3.01586,3.06227,3.01007,3.02884,2.27293,2.30748,2.53573,2.55998,2.06317,1.92334,2.04769,1.82204,1.85787,1.7187,1.88852,1.63126,3.77279,3.29304,3.99147,3.67752,4.06284,3.66695,4.31818,4.02505
29,3.03623,2.61134,1.91755,1.51835,2.00378,1.84259,2.05561,1.90904,3.44399,2.88172,2.58596,2.07696,3.38169,2.44248,3.12917,2.62687,4.06967,3.0531,4.94288,3.48507,3.98337,2.65808,4.81825,2.89612,2.74944,2.81186,2.57572,2.60217,1.81394,1.80923,2.0584,2.0611,1.82708,1.77368,2.05256,1.99615,1.76802,1.72434,2.03406,1.98183,3.82585,3.31951,4.13187,3.7237,3.95642,3.60593,4.24137,3.93369
34,2.67203,2.35703,1.97578,1.73697,2.70391,2.53742,2.78698,2.61683,3.85071,3.20742,2.71771,2.16167,3.33734,2.3059,3.0387,2.45114,3.5549,2.95884,3.88896,3.2275,3.35209,2.53082,3.51355,2.50808,3.64874,3.66804,3.30027,3.2813,1.95752,1.88999,2.33618,2.2763,2.63392,2.47966,2.92941,2.75659,2.34421,2.20848,2.71273,2.55192,4.71558,4.22033,5.21778,4.76572,2.4274,2.29179,2.60891,2.54801
39,2.74307,2.3813,1.96721,1.54383,2.50391,2.36207,2.57457,2.38346,3.57555,2.91889,2.67615,2.07101,2.92818,1.92732,2.54802,2.03393,4.21942,3.18614,4.69784,3.48538,4.06569,2.73028,4.43037,2.77297,3.97565,3.96093,3.90727,3.87804,2.76591,2.65721,3.13933,3.08194,2.68603,2.49639,3.04343,2.76482,2.37591,2.24001,2.83476,2.58151,4.63598,3.71425,4.89421,4.14524,3.56135,3.11392,3.85047,3.44421
44,2.66773,2.48645,1.78197,1.62652,3.08798,2.73296,3.30923,3.00772,3.91291,3.22351,2.85966,2.29506,3.06484,1.98266,2.63729,2.06954,3.76615,3.17404,4.12103,3.41203,3.54365,2.73446,3.82507,2.82529,3.78614,3.77119,3.58762,3.55544,2.30637,2.24091,2.74222,2.7012,2.69414,2.64959,2.82493,2.75018,2.05942,1.99115,2.33993,2.25289,4.22013,3.2822,4.43353,3.56528,3.49955,3.16289,3.91485,3.68333
49,3.5239,3.0688,2.20916,1.87081,2.9593,2.62728,3.08349,2.74821,3.33803,2.89189,2.49788,2.12025,2.88601,1.95124,2.4354,1.977,3.61389,2.97119,4.0935,3.3814,3.39249,2.51052,3.71559,2.67613,4.26352,4.19829,4.12803,4.0693,2.71115,2.61356,3.17907,3.12228,2.33821,2.19275,2.50537,2.34282,2.11034,1.95613,2.41392,2.23613,3.67711,3.00327,3.77335,3.28805,3.00931,2.77095,3.37106,3.16793
54,3.32945,2.71215,2.20698,1.55888,3.3402,2.96846,3.50924,3.15798,3.32349,2.66832,2.41271,1.78122,3.55473,2.51794,3.28374,2.69225,3.53645,2.96393,3.88482,3.18143,3.35865,2.58182,3.62259,2.63056,4.32652,4.2924,4.02949,3.96779,2.62332,2.54438,3.02972,2.95342,2.6112,2.49674,2.7504,2.60584,2.06551,1.90782,2.42397,2.23952,2.96657,2.32317,3.01802,2.43781,3.12381,2.68565,3.27857,2.93447
59,2.51466,2.17815,1.7105,1.38552,3.26489,3.01298,3.43582,3.18624,2.87138,2.45892,2.14828,1.85372,3.39656,2.57961,3.15724,2.76591,3.92958,3.43999,4.29879,3.72832,3.63575,2.95982,3.79289,2.91288,3.87987,3.90748,3.47802,3.48219,2.10882,2.08299,2.37974,2.36502,2.67303,2.51893,2.82146,2.6489,2.07098,1.94822,2.39049,2.23014,3.26787,2.79605,3.62476,3.23096,3.40721,3.02599,3.54707,3.22991
64,3.25767,2.89753,1.95739,1.63498,3.274,3.10038,3.44551,3.23541,3.3762,2.78679,2.4517,1.93948,3.66466,2.92368,3.39017,3.23074,3.68731,3.00742,4.19402,3.26793,3.43389,2.44438,3.81715,2.46255,3.77343,3.86886,3.43047,3.46635,2.12198,2.12612,2.53161,2.52472,2.53006,2.39902,2.70754,2.57247,2.21701,2.0746,2.54817,2.39845,3.33122,2.809,3.60087,3.17794,3.07189,2.70334,3.12634,2.9052
69,3.80242,3.22017,2.46679,1.93588,3.14012,3.01546,3.30701,3.13597,3.74171,3.15303,2.71348,2.22617,3.37167,2.31647,3.07526,2.41851,3.66675,3.14847,4.30807,3.65163,3.36997,2.61568,3.88606,2.93887,3.61759,3.67558,3.49013,3.50084,2.2781,2.26505,2.66508,2.65674,2.89061,2.68308,3.00159,2.67006,2.2615,2.04839,2.62313,2.24804,3.71428,3.02868,4.13658,3.5272,3.24152,2.8954,3.46605,3.17268
74,3.30557,2.9316,2.09033,1.76637,2.37192,2.25244,2.58099,2.51351,3.64252,3.16532,2.62502,2.26526,4.17707,3.57239,4.22595,3.94351,3.79431,3.15112,4.58061,3.74613,3.50846,2.57729,4.08542,2.83529,3.75501,3.66322,3.58371,3.50065,2.59215,2.42026,2.91129,2.80952,3.11032,2.85963,3.17239,2.89045,2.41145,2.19512,2.67427,2.39305,4.71215,3.6413,5.23926,4.20468,3.26647,2.95736,3.37061,3.16847
79,3.10105,2.76397,2.06272,1.69815,2.44688,2.22678,2.49447,2.29742,3.82641,3.22111,2.6968,2.16001,4.58648,3.83606,4.70918,4.30152,3.84096,3.21244,4.41114,3.63489,3.53921,2.60947,3.87078,2.57445,3.74394,3.77609,3.52903,3.52253,2.47638,2.48679,2.77281,2.77036,2.82841,2.71888,2.90184,2.7571,1.80779,1.60748,2.06332,1.80163,4.02953,3.42594,4.51334,3.91743,2.85782,2.57166,2.76072,2.59335
84,2.52323,2.25798,1.74003,1.34623,2.39796,2.23803,2.46142,2.2836,3.11975,2.51849,2.35604,1.81433,4.98875,4.38199,5.14631,4.84603,3.65959,3.02571,4.35744,3.51749,3.34593,2.38914,3.89311,2.626,3.98412,3.94131,3.60977,3.54805,2.48425,2.41165,2.67111,2.59635,2.81551,2.46488,3.03541,2.61728,2.40758,2.05541,2.8087,2.35346,3.85456,3.25565,4.22384,3.70739,2.91093,2.57637,3.08173,2.85097
89,3.40848,2.88515,2.14062,1.6316,1.78597,1.66179,1.73209,1.59857,3.53704,2.99034,2.54952,2.14098,4.59364,3.94811,4.67187,4.35774,3.73786,3.10211,4.17409,3.4467,3.4373,2.48622,3.69612,2.61736,3.85319,3.77777,3.56257,3.46217,2.44267,2.31756,2.79851,2.68035,2.92569,2.84299,3.05882,2.93363,2.21372,2.10478,2.5037,2.34982,4.42581,3.35398,4.70772,3.84722,2.46065,2.2428,2.68661,2.53683
94,3.14801,2.89111,2.07318,1.84127,3.54497,3.2264,3.73194,3.44601,3.77687,3.12735,2.56458,2.03987,4.51705,3.96668,4.57946,4.34645,3.6588,3.14237,4.1351,3.49662,3.26028,2.43574,3.55051,2.52531,4.47891,4.32526,4.35414,4.22261,3.14246,2.99625,3.43883,3.33325,2.6855,2.58133,2.84252,2.74525,2.21723,2.11926,2.4939,2.4063,3.22963,2.52803,3.55126,2.7991,2.64559,2.44711,2.76075,2.67732
99,3.63812,3.04583,2.24879,1.75702,3.09225,2.87419,3.27125,3.07079,4.31181,3.51895,3.09351,2.34127,4.39473,3.73881,4.3644,4.03283,3.83312,3.46751,4.22494,3.6286,3.34687,2.74839,3.59055,2.63715,3.77132,3.79007,3.68326,3.67181,2.5736,2.54796,2.97034,2.95066,2.73316,2.51339,2.8737,2.61894,2.22783,1.98504,2.5695,2.27403,3.15838,2.56331,3.43209,2.7858,2.84367,2.55036,2.94677,2.75015
104,3.7707,3.13905,2.31009,1.71996,3.05116,2.68654,3.1297,2.78255,4.18323,3.37142,3.0976,2.34534,5.14382,4.36809,5.33488,4.8867,3.75551,3.31723,4.5111,4.04937,3.26789,2.50415,3.62314,2.65359,3.84481,3.81092,3.56583,3.48449,2.44349,2.35701,2.74915,2.63086,2.75034,2.60425,2.78448,2.59406,2.06637,1.91842,2.25411,2.03981,4.10393,3.52341,4.57417,4.01177,3.38817,3.0923,3.68835,3.48405
109,3.8369,3.28483,2.42558,1.98002,2.2162,2.02976,2.22573,2.10061,4.44318,3.60118,3.33005,2.573,4.61432,3.9737,4.65247,4.35186,3.90946,3.3458,4.48299,3.83363,3.612,2.81743,4.02382,2.9976,3.83763,3.8581,3.77269,3.76047,2.8378,2.78212,3.26062,3.22856,3.6199,3.33814,3.68904,3.38224,2.40762,2.12464,2.69807,2.33791,3.27067,2.78869,3.66876,3.22053,3.17903,2.77672,3.56792,3.17102
114,3.04058,2.53272,1.96977,1.47012,2.37154,2.24967,2.46885,2.37751,4.19928,3.54267,3.07243,2.54915,4.59713,3.80898,4.35816,3.92844,3.82554,3.13717,4.54571,3.75535,3.60935,2.63373,4.22209,3.08703,3.82297,3.81013,3.60031,3.55153,2.51036,2.44621,2.85393,2.79666,2.42601,2.3071,2.5006,2.28982,1.77435,1.60465,2.04602,1.74418,3.84772,3.01112,4.261,3.46822,2.987,2.66221,3.19284,2.91969
119,2.47805,2.17328,1.75711,1.44301,2.70923,2.56748,2.8831,2.72669,4.29372,3.67221,3.13102,2.54076,4.18976,3.51401,3.84074,3.60491,3.67165,2.90346,4.09825,3.29344,3.48139,2.42845,3.76535,2.59633,3.59126,3.64012,3.44138,3.45706,2.50695,2.4422,2.92695,2.90295,3.07561,2.72192,3.16476,2.76534,2.47847,2.08625,2.76434,2.28746,3.69021,2.91754,3.96444,3.22899,3.29027,3.02653,3.59678,3.44915
124,3.02692,2.70856,2.13766,1.8392,2.6671,2.35591,2.79283,2.51675,4.29529,3.63493,3.17987,2.59854,4.15537,3.34843,3.73,3.25883,3.72669,2.79523,4.2414,3.31725,3.56679,2.27551,3.89475,2.53667,3.8864,3.86491,3.60818,3.56022,2.45476,2.39434,2.72404,2.66131,2.98268,2.7528,3.09263,2.84091,2.0903,1.8154,2.33433,1.98901,3.65303,3.09829,3.85423,3.32438,2.19976,2.01315,2.27299,2.18593
129,2.36223,2.16755,1.56431,1.44912,3.04169,2.72452,3.14389,2.88845,3.90414,3.28612,2.74863,2.28521,3.83749,3.19344,3.32663,3.1251,4.08745,3.24217,4.92551,3.71298,3.7577,2.48737,4.44162,2.62912,4.23459,4.10657,4.05467,3.93709,2.80515,2.63914,3.13046,3.00411,3.25618,3.15011,3.40865,3.27549,2.29369,2.1433,2.58513,2.40299,4.29077,3.32729,4.6549,3.83291,2.53624,2.15851,2.66533,2.44001
134,2.94139,2.56184,2.00533,1.6512,2.7223,2.4978,2.82334,2.65512,3.93574,3.24748,2.90558,2.35112,3.52901,2.68123,2.92846,2.47939,3.9428,3.1127,4.72004,3.3981,3.76572,2.64719,4.45405,2.64873,4.03574,3.81455,3.86132,3.65394,2.59903,2.29558,2.85544,2.58945,3.48005,3.04105,3.50494,3.06276,2.53533,2.09467,2.77704,2.26172,4.76081,3.85873,5.29416,4.52203,2.89258,2.57578,3.11723,2.90849
139,2.5612,2.23809,1.75212,1.3367,2.99714,2.67691,3.18648,2.9419,4.17271,3.59397,3.24423,2.75051,3.32491,2.92973,2.88467,2.73883,3.83868,3.05811,4.07896,3.39946,3.67397,2.65415,3.7534,2.80039,4.08332,3.97706,3.97424,3.87883,2.69783,2.57334,3.01704,2.92236,3.48781,3.23168,3.76023,3.49496,2.7127,2.56863,3.21507,3.0303,5.43861,4.3878,6.10312,5.18507,3.31166,2.94171,3.69852,3.3872
144,3.00057,2.53923,2.02256,1.57502,2.45018,2.26599,2.5088,2.32884,4.07029,3.45442,2.92315,2.33809,3.15964,2.60509,2.57116,2.35664,3.78621,3.09273,4.20018,3.44702,3.43728,2.39835,3.66806,2.48697,3.97883,3.95052,3.97018,3.9313,2.61671,2.5708,3.0681,3.03839,3.08782,2.75268,3.19934,2.80745,2.39448,2.08518,2.68355,2.26562,5.24263,4.23924,5.73831,4.92142,2.51103,2.25559,2.68014,2.56472
149,2.69746,2.55037,1.84363,1.67652,2.64753,2.36099,2.75774,2.54028,3.45935,3.04311,2.69485,2.36489,3.60541,3.12858,3.20941,3.00315,3.95679,3.08515,4.31646,3.45747,3.7676,2.5601,3.97718,2.72588,3.81518,3.80534,3.73616,3.70648,2.32059,2.2652,2.80683,2.76171,3.06991,2.90251,3.31584,3.06374,2.28567,2.1011,2.68895,2.38626,5.18462,4.15675,5.69041,4.80243,2.52298,2.26952,2.61471,2.47413
154,2.5909,2.29167,1.70279,1.38536,2.98336,2.71505,3.03564,2.7994,3.26269,2.89649,2.54002,2.28597,3.39751,2.94131,2.88708,2.70807,3.49116,2.93896,4.05815,3.39844,3.20348,2.38638,3.58628,2.59041,3.45245,3.46109,3.41833,3.39507,2.18744,2.1301,2.58882,2.54715,2.72525,2.66041,2.94312,2.88599,2.38728,2.34249,2.69234,2.65355,4.50305,3.49297,4.79753,4.06096,2.77416,2.60443,3.1686,3.03261
159,2.49354,2.29398,1.72827,1.58125,2.85635,2.57166,2.92702,2.65446,3.58686,3.11222,2.6077,2.26388,4.24954,3.53984,3.97996,3.65877,3.88239,3.27447,4.71985,3.74692,3.49144,2.55704,4.02497,2.44913,3.55048,3.64208,3.26096,3.30561,1.86264,1.84617,2.09514,2.08434,2.84306,2.77177,2.98142,2.92683,2.29565,2.19811,2.60186,2.5456,3.87858,3.04355,4.2381,3.4904,3.43913,2.97682,3.87089,3.48122
164,3.27443,2.92874,2.35358,2.07466,3.00643,2.72091,3.19286,2.97166,3.23949,2.627,2.40572,1.90527,4.26243,3.5547,3.92576,3.59065,4.308,3.53231,5.24111,4.26125,4.07136,2.97376,4.86459,3.51123,3.74226,3.78373,3.59347,3.61532,2.25613,2.20158,2.62207,2.61484,2.90459,2.84412,3.06028,2.9935,2.39415,2.31038,2.66177,2.5879,4.22608,3.17277,4.69192,3.69411,3.31369,2.70829,3.74703,3.16513
169,2.94262,2.71846,1.80153,1.63467,2.25381,2.21037,2.40737,2.35383,2.81287,2.53189,2.09633,1.89228,4.49314,3.88043,4.51372,4.21494,3.6571,2.87194,4.28404,3.30837,3.47924,2.39623,3.96179,2.55992,3.93812,3.94207,3.77099,3.77818,2.57284,2.44456,2.97215,2.94575,2.70032,2.63635,2.88949,2.79206,2.06299,1.99301,2.38931,2.2728,4.15992,3.49731,4.58062,3.99894,3.83486,3.3792,4.28502,3.90938
174,3.02545,2.58358,2.01126,1.57646,3.42734,3.10305,3.55993,3.24514,2.93883,2.51164,2.45327,2.10052,5.19103,4.63201,5.35325,5.12851,3.71722,3.20491,4.07706,3.41355,3.43035,2.67674,3.63871,2.62836,4.42994,4.42128,4.32741,4.30056,2.77298,2.72482,3.31419,3.271,2.78708,2.66504,2.98658,2.80103,2.37347,2.26809,2.79118,2.6134,3.78539,2.89514,4.14997,3.29847,3.21387,2.78514,3.51997,3.15842
179,2.7631,2.36743,1.74699,1.44122,3.22666,3.02113,3.40601,3.18884,3.55501,3.04955,2.80752,2.41959,4.53177,3.85811,4.41054,4.05466,3.53614,2.8938,4.02573,3.26688,3.29751,2.37961,3.62861,2.50466,3.88963,3.91956,3.8215,3.83816,2.66602,2.62149,3.10437,3.10147,2.92405,2.91829,2.92169,2.93686,2.5417,2.53294,2.65879,2.67152,5.35252,4.22815,5.88189,4.91103,3.3722,3.03225,3.90975,3.60504
184,2.63524,2.3426,1.78734,1.50017,3.51915,3.26174,3.79201,3.55968,2.88802,2.43523,2.23934,1.88031,4.64098,4.09853,4.56821,4.31181,3.78848,3.10556,4.27698,3.44778,3.52855,2.55103,3.83125,2.58162,3.4613,3.49334,3.31833,3.29782,2.19813,2.18614,2.60067,2.58367,3.0344,2.89702,3.12551,2.95134,2.1319,2.0091,2.42301,2.23992,4.48131,3.73347,4.8446,4.20272,3.96742,3.66871,4.51431,4.28483
189,3.03295,2.57164,2.18174,1.70894,2.86847,2.66591,3.01181,2.8417,3.4906,3.05163,2.66285,2.33084,4.65212,3.92082,4.31323,4.03688,3.53629,3.07025,3.92466,3.34733,3.25691,2.57716,3.51477,2.64028,4.01589,3.91673,3.94419,3.85415,2.91203,2.7218,3.37152,3.2614,3.27407,3.12958,3.50958,3.34574,2.63102,2.52293,3.00059,2.86637,4.53658,3.97053,5.08254,4.6099,4.20779,3.82908,4.67602,4.36374
194,2.73115,2.50785,1.84846,1.56351,2.31136,2.08201,2.38453,2.17642,4.21372,3.60925,3.0567,2.61234,4.33541,3.77487,4.13687,3.92484,3.84108,3.11244,4.39619,3.62294,3.52816,2.4634,3.92021,2.74037,3.58212,3.60496,3.48796,3.47476,2.4334,2.38101,2.93683,2.91471,3.20995,3.0398,3.39939,3.17602,2.32665,2.16545,2.68791,2.43463,4.55432,3.97901,5.09516,4.64792,3.77842,3.36229,4.16667,3.79899
199,3.03832,2.70891,1.91041,1.6986,2.64042,2.51618,2.78131,2.64649,3.27511,2.69829,2.53453,1.92447,4.07841,3.30051,3.78996,3.40589,3.98737,3.37865,4.39192,3.58991,3.73707,2.90285,4.02793,2.85859,3.75044,3.8274,3.55834,3.57482,2.50554,2.48448,2.99667,2.98719,3.35133,3.17621,3.6077,3.37892,2.79031,2.66556,3.21634,3.01347,4.10809,3.69561,4.78403,4.38971,4.51667,3.88254,5.12258,4.49088
204,3.12276,2.74968,2.15131,1.85844,2.1671,2.0701,2.25278,2.15415,3.64288,3.15162,2.79162,2.45599,3.82592,3.15294,3.47003,3.09475,4.13422,3.51515,4.89578,4.31876,3.72617,2.72593,4.08343,3.02384,3.58623,3.58221,3.49169,3.47521,2.54915,2.41905,3.00796,2.95625,2.7702,2.67271,2.94614,2.83262,2.20945,2.12652,2.5194,2.4214,4.80638,4.26205,5.4661,5.00156,3.54008,3.03199,3.9264,3.46586
209,3.33231,2.93086,2.32077,1.95464,2.51096,2.30142,2.63043,2.4586,3.89846,3.33355,3.07854,2.5334,3.77742,3.06449,3.44059,3.07609,3.85641,2.97936,4.3687,3.47388,3.69707,2.50541,4.02809,2.7027,3.77153,3.81329,3.06867,3.06188,2.01931,1.87001,2.23491,2.18036,2.61027,2.65116,2.73444,2.75052,1.87749,1.89798,2.1234,2.13478,4.05986,3.25331,4.41314,3.60618,3.17166,2.56136,3.43475,2.86524
214,2.99374,2.73183,2.02865,1.90833,2.25852,2.08479,2.34754,2.19787,3.31474,2.83191,2.58025,2.17979,4.4268,3.40306,3.93584,3.48328,4.49225,3.50521,5.42279,4.34329,4.23472,2.77609,4.9311,3.24297,3.87315,3.94822,3.41132,3.41696,2.24841,2.20666,2.70193,2.68152,2.73557,2.66249,2.89312,2.78325,1.99499,1.93242,2.33208,2.2183,4.11211,3.46426,4.55553,3.9457,3.05904,2.43396,3.35047,2.75606
219,2.9521,2.5495,1.95074,1.49735,3.596,3.42579,3.83063,3.63776,3.60406,3.06529,2.82801,2.34786,4.70376,3.90462,4.33386,4.08995,4.26932,3.47664,4.62241,3.73031,4.07023,2.97839,4.20346,2.82577,3.92457,3.97434,3.48753,3.46791,2.43249,2.34782,2.86762,2.8079,2.42231,2.40479,2.3739,2.33008,2.09549,2.07817,2.13706,2.0939,2.56741,2.04585,2.61619,2.20862,3.29697,2.83854,3.63762,3.22052
224,3.76121,3.44775,2.5089,2.28479,2.90753,2.5338,3.12718,2.76779,4.34822,3.65667,3.20481,2.54244,4.41709,3.63314,4.09028,3.7546,4.51144,3.60226,5.09711,4.27219,4.30182,3.04908,4.57355,3.26233,3.7836,3.85612,3.27431,3.28719,2.25583,2.17663,2.64727,2.61893,3.02316,2.91126,3.25622,3.11518,2.27168,2.17068,2.6368,2.49794,3.68002,2.87798,4.09551,3.1947,3.16579,2.65159,3.52024,3.07075
229,2.87927,2.52459,2.03122,1.78192,2.47041,2.29404,2.59863,2.42308,3.70082,3.09943,2.77575,2.27579,4.58002,3.77223,4.26431,3.86704,3.87778,3.31979,4.54969,4.02087,3.51824,2.65539,3.83538,2.89893,3.80577,3.92688,3.33213,3.3831,2.24027,2.24551,2.69463,2.72035,3.00654,2.87298,3.21552,3.03664,2.5138,2.4006,2.86956,2.69967,4.14384,3.28554,4.62502,3.6804,3.12686,2.48823,3.25597,2.6871
234,3.05343,2.77409,1.96859,1.74805,3.73687,3.47388,4.00901,3.77326,4.31642,3.7894,3.03978,2.5426,4.58789,3.85103,4.45644,4.13914,4.20708,3.28699,4.75217,3.85045,3.95544,2.64394,4.17352,2.68324,4.02914,4.08573,3.60786,3.60044,2.58307,2.47575,3.04913,3.0096,2.6076,2.55963,2.73077,2.69154,2.13258,2.07041,2.32483,2.28013,3.86847,3.16055,4.2501,3.56073,3.07636,2.35985,3.13806,2.54735
239,2.88778,2.63467,2.13461,1.94893,3.61284,3.3926,3.85074,3.63784,3.89182,3.4999,2.7554,2.50758,4.72739,4.00301,4.67552,4.33646,3.67959,3.20631,4.28106,3.78354,3.27846,2.5202,3.48649,2.51721,3.67668,3.77539,3.06462,3.09089,1.87903,1.82207,2.16416,2.14115,3.49618,3.40144,3.75309,3.61786,2.67375,2.57532,3.07091,2.94053,4.48706,3.84983,4.83343,4.25209,2.73521,2.44059,2.92856,2.75554
244,3.23849,2.89748,2.53964,2.28334,3.31627,3.08487,3.57643,3.37922,3.97573,3.44659,2.96054,2.64747,4.50354,3.69102,4.2458,3.87144,3.84425,3.32056,4.5229,3.86668,3.43524,2.59085,3.80509,2.64819,3.81952,3.92146,3.29614,3.321,2.20619,2.15939,2.67079,2.65783,3.46024,3.38616,3.80847,3.73086,3.01771,2.95865,3.51427,3.46093,4.99929,4.14132,5.6005,4.71393,1.9626,1.49972,1.89408,1.54215
249,3.2068,2.79154,2.21529,1.92311,2.41437,2.343,2.55081,2.44647,3.16874,2.75545,2.327,2.00658,4.75416,3.88636,4.44137,4.13171,4.00469,3.24012,4.76007,3.83957,3.66966,2.5501,4.15898,2.67118,3.92136,3.9868,3.50885,3.51447,2.51598,2.43048,2.97611,2.94913,2.69257,2.60751,2.86552,2.74905,2.4418,2.36206,2.7121,2.59688,5.20035,4.25903,5.77925,4.8199,2.601,2.2184,2.68111,2.40896
254,2.73251,2.45694,1.80471,1.5131,2.27399,2.08543,2.34212,2.18805,2.99887,2.60408,2.26827,1.91836,4.32549,3.60981,4.08107,3.69431,3.71778,3.05264,4.45918,3.66717,3.36893,2.34134,3.84929,2.54535,4.01023,4.09506,3.5188,3.50835,2.28486,2.27867,2.82498,2.80476,2.96246,2.95048,3.06244,3.00064,2.53014,2.51677,2.79127,2.7339,5.33543,4.27014,5.80727,4.85597,3.04519,2.71244,3.15597,2.94325
259,3.10736,2.73973,2.0804,1.81578,2.93889,2.39998,3.11044,2.63764,3.17326,2.75973,2.36741,2.00778,4.11538,3.5809,3.97347,3.66342,3.77238,3.10175,4.46915,3.85171,3.4189,2.37022,3.72459,2.56321,3.64859,3.76372,3.11496,3.14698,2.08883,2.04893,2.45768,2.4337,2.78684,2.69584,2.92491,2.76372,2.17605,2.10393,2.46187,2.30204,4.72351,3.97435,5.15688,4.4255,3.24382,2.88435,3.48245,3.21149
264,2.83783,2.53868,2.01488,1.74684,2.4363,2.26206,2.6202,2.48885,4.50503,3.90534,3.26493,2.7166,4.55468,3.98731,4.51884,4.24334,4.02084,3.31097,4.77652,3.88486,3.69872,2.61968,4.16372,2.63756,3.60496,3.66031,3.08299,3.03759,2.17179,1.99519,2.4833,2.31798,3.10065,3.04646,3.23585,3.13054,2.13767,2.09808,2.45982,2.34675,4.63148,3.82969,5.09452,4.36653,3.27245,2.82654,3.3949,3.15906
269,3.54501,3.2254,2.56717,2.3302,2.50253,2.3189,2.59335,2.42098,3.91394,3.24789,2.96239,2.32079,3.81264,3.12075,3.50132,3.08556,3.67181,2.90925,4.47516,3.61271,3.33281,2.13126,3.81317,2.28295,3.87893,3.99074,3.43522,3.48292,2.40563,2.39323,2.88257,2.90994,3.44973,3.34379,3.59688,3.46726,2.46255,2.40514,2.87806,2.78284,5.60192,4.63599,6.24099,5.38187,2.82896,2.219,2.9206,2.62859
