Snap,x1mis_allha,x1mis_ntha,x1mis_allbb,x1mis_ntbb,x2jxq_allha,x2jxq_ntha,x2jxq_allbb,x2jxq_ntbb,x1f5g_allha,x1f5g_ntha,x1f5g_allbb,x1f5g_ntbb,x2l8f_allha,x2l8f_ntha,x2l8f_allbb,x2l8f_ntbb,x1zih_allha,x1zih_ntha,x1zih_allbb,x1zih_ntbb,x1zihstem_allha,x1zihstem_ntha,x1zihstem_allbb,x1zihstem_ntbb,x1szy_allha,x1szy_ntha,x1szy_allbb,x1szy_ntbb,x1szystem_allha,x1szystem_ntha,x1szystem_allbb,x1szystem_ntbb,x2koc_allha,x2koc_ntha,x2koc_allbb,x2koc_ntbb,x2kocstem_allha,x2kocstem_ntha,x2kocstem_allbb,x2kocstem_ntbb,x1d20_allha,x1d20_ntha,x1d20_allbb,x1d20_ntbb,x2hkb_allha,x2hkb_ntha,x2hkb_allbb,x2hkb_ntbb
1,2.41208,2.13247,1.70506,1.40583,1.86671,1.72815,1.97212,1.8402,1.83887,1.4761,1.50196,1.24384,1.43136,1.17175,1.36895,1.18127,2.45597,2.11498,2.88319,1.96951,2.32002,1.93004,2.81733,1.83688,1.85112,1.88118,1.8333,1.8283,1.53535,1.54279,1.52247,1.5023,2.08801,2.05909,2.27461,2.2649,1.95198,1.92791,2.2078,2.20826,1.46602,1.18862,1.47183,1.20904,1.73195,1.54687,1.75662,1.70899
2,3.03136,2.58554,2.22924,1.76557,2.51169,2.32673,2.64156,2.44922,2.27866,1.92939,1.83372,1.57991,1.95721,1.64492,1.8637,1.4695,2.82101,2.45264,2.98372,2.34922,2.5953,2.21089,2.67163,1.93235,2.20617,2.20826,2.13141,2.11365,1.93383,1.8984,1.95753,1.92341,2.30061,2.24497,2.39964,2.40878,2.14596,2.08834,2.26651,2.28598,1.96776,1.49742,2.10921,1.63197,1.91901,1.67724,1.94511,1.7716
3,2.80085,2.368,2.02793,1.63268,2.59443,2.44823,2.69586,2.56096,2.35323,2.0756,1.93419,1.7361,2.31577,1.8471,2.09715,1.71068,2.95997,2.52396,3.40912,2.44922,2.77636,2.30319,3.25242,2.17684,2.28362,2.24418,2.28374,2.28249,1.96699,1.87025,2.0589,2.0373,2.3683,2.39007,2.66937,2.67493,2.11583,2.16832,2.49325,2.52225,2.27946,1.92457,2.50544,2.14488,2.61466,2.33097,2.66546,2.441
4,2.71241,2.34224,1.91215,1.53128,2.56433,2.35538,2.67943,2.43754,2.60327,2.08549,1.93394,1.55217,2.29999,1.94388,2.17275,1.88113,2.54114,1.98011,3.06291,1.88254,2.48583,1.8636,3.01741,1.66929,2.41931,2.48725,2.3891,2.40559,1.79003,1.82984,2.00169,2.00969,2.72414,2.61622,3.07765,2.9635,2.61701,2.53359,3.05175,2.95392,2.78949,2.27895,3.0692,2.57794,2.2736,2.1207,2.41563,2.32653
5,2.62329,2.19851,1.6859,1.22515,2.72984,2.59453,2.89589,2.74783,3.34344,2.82187,2.4667,2.04398,2.63546,2.2456,2.61273,2.26368,3.21236,2.85345,3.58972,2.83758,2.9076,2.50352,3.26944,2.40275,2.88367,2.87943,2.90786,2.89962,2.20695,2.12642,2.37877,2.34604,3.03464,2.87344,3.3704,3.23624,2.88282,2.77071,3.30199,3.21237,2.65637,2.25076,2.8333,2.43808,2.03492,1.78393,2.03013,1.83923
6,2.86835,2.45372,1.96334,1.55895,2.58244,2.29266,2.60718,2.30841,3.66351,3.21699,2.55127,2.15519,2.42454,2.0903,2.2719,2.05465,2.77585,2.46387,3.32983,2.62214,2.59821,2.25252,3.09892,2.2805,2.66285,2.68517,2.76589,2.76649,2.06654,2.03419,2.2223,2.20069,2.46671,2.41311,2.64959,2.59084,2.19492,2.14645,2.46354,2.41187,3.12375,2.79283,3.30604,3.05438,2.35548,2.0082,2.42302,2.12457
7,2.82795,2.47804,1.86835,1.54984,2.48361,2.19723,2.47297,2.21112,3.87866,3.26389,2.80899,2.32699,2.07618,1.68511,1.82865,1.58716,2.77903,2.31958,3.36488,2.3678,2.56106,1.98112,3.15007,1.93717,2.48598,2.40916,2.43313,2.43221,2.12771,1.98731,2.04936,2.03147,2.10426,1.90703,2.28244,2.03659,1.99011,1.82021,2.22657,1.98179,2.72853,2.43739,2.94021,2.69299,1.96855,1.61069,2.00818,1.7417
8,2.38816,2.06708,1.5952,1.30511,2.53846,2.3817,2.62035,2.46061,3.66974,3.00789,2.86562,2.34006,2.68716,2.01047,2.43381,2.00991,2.93092,2.55785,3.76657,3.06045,2.74097,2.27257,3.56809,2.74724,3.00337,2.80243,3.08117,2.95144,2.56723,2.23748,2.68142,2.48427,2.20442,2.07671,2.45077,2.30643,1.92656,1.83162,2.24458,2.11919,2.74573,2.26287,2.75649,2.37166,2.41883,2.04542,2.43688,2.21351
9,2.54948,2.22975,1.78363,1.45138,3.0079,2.83976,3.13585,2.98125,3.74842,3.14195,2.64322,2.17445,2.72507,1.87132,2.38951,1.94277,3.24749,2.8825,3.82315,3.18417,2.89752,2.39126,3.28615,2.32427,3.12203,3.12149,3.15854,3.14801,2.38972,2.27884,2.48981,2.41975,2.20911,2.00124,2.39283,2.17043,1.97798,1.76216,2.2594,2.01625,2.86252,2.35751,3.16578,2.72252,2.6605,2.28873,2.59129,2.35585
10,3.06075,2.59375,1.93784,1.51351,3.2598,2.86442,3.37625,2.99385,3.33825,2.79082,2.43796,2.03028,3.46005,2.39189,3.15019,2.60039,3.19759,2.82447,3.63747,3.02972,2.9742,2.51243,3.27943,2.43768,3.10345,3.05261,3.05813,3.00854,2.27782,2.05976,2.47983,2.36245,2.7198,2.55494,2.93165,2.70346,2.45947,2.33156,2.75547,2.54166,3.38594,3.04567,3.59814,3.32965,2.8718,2.55065,2.92576,2.69559
11,3.52921,2.98031,2.21642,1.71035,3.60007,3.28232,3.81607,3.50018,3.26585,2.86319,2.44435,2.11633,3.2976,2.2716,2.96459,2.37809,2.93568,2.67441,3.33887,2.86231,2.7183,2.41211,3.11336,2.49065,2.87481,2.90469,2.70957,2.68589,1.8661,1.79306,1.87833,1.78799,2.25995,2.14924,2.46353,2.36705,1.93935,1.84336,2.22077,2.13991,3.39658,2.85624,3.54948,3.18365,3.09818,2.84883,3.21137,2.99436
12,2.66627,2.19307,1.81938,1.23328,3.4728,3.33889,3.67773,3.52115,3.47258,2.93068,2.55256,2.12197,3.04906,2.02369,2.7021,2.11067,2.94417,2.59596,3.32662,2.79659,2.70615,2.2487,3.06118,2.30557,2.93673,2.96728,2.72272,2.70028,1.80478,1.75132,2.00088,1.92916,2.40172,2.3323,2.60485,2.49923,1.94318,1.90356,2.25111,2.16543,3.79919,3.18758,3.90253,3.44751,2.92908,2.69969,3.09488,2.94382
13,3.0405,2.49114,2.09208,1.55462,3.4384,3.15502,3.56253,3.28927,2.83896,2.42663,2.17858,1.90606,3.30129,2.17957,2.81836,2.15124,2.95524,2.39498,3.65964,2.794,2.77862,2.04265,3.5041,2.34902,2.98052,3.0687,2.79582,2.82525,1.85006,1.84221,2.0677,2.04721,2.34131,2.21165,2.48759,2.35226,2.1006,2.00206,2.33027,2.21221,4.12395,3.73914,4.45078,4.13764,2.23046,1.99187,2.31888,2.17343
14,3.22952,2.75416,2.12668,1.65961,3.49227,3.01379,3.69293,3.29651,2.98675,2.53266,2.26144,1.85933,2.92644,1.87111,2.51443,1.9303,3.38757,2.92448,4.10098,3.48964,3.03396,2.36357,3.44306,2.39455,3.08927,3.12574,2.9122,2.93251,1.87511,1.81272,2.05685,2.03196,2.72849,2.57417,2.98865,2.80339,2.27375,2.13383,2.69588,2.51517,4.04872,3.63128,4.46806,4.12007,2.42879,2.12343,2.41857,2.18768
15,2.90593,2.59017,1.94322,1.59901,3.13277,2.84566,3.26996,3.02912,3.05569,2.57486,2.27366,1.89757,2.89983,1.85487,2.46361,1.88536,3.3138,2.97161,4.04806,3.53656,2.85969,2.32287,3.31211,2.39034,3.14079,3.13399,2.98623,2.95855,1.99569,1.9473,2.27409,2.23522,2.52985,2.34776,2.77508,2.57419,2.15393,1.99845,2.48372,2.28559,3.90831,3.53911,4.35214,4.03612,2.2874,2.05948,2.36744,2.2357
16,3.13031,2.66416,2.04747,1.61644,2.96966,2.74193,3.18429,2.96831,3.29654,2.70548,2.40675,1.91958,3.09969,2.00419,2.70538,1.98413,3.33839,2.98334,4.05649,3.57142,2.89976,2.347,3.31718,2.46233,2.69168,2.72477,2.48172,2.4974,1.81423,1.80753,1.95781,1.9639,2.70718,2.5695,2.9745,2.81392,2.31774,2.20155,2.68948,2.54325,4.17275,3.62528,4.54478,4.0397,2.31386,2.0554,2.328,2.2107
17,2.63682,2.47792,1.73053,1.58017,2.83033,2.74131,3.03006,2.90925,3.34311,2.85283,2.45855,2.08602,2.85819,1.85601,2.44779,1.8755,3.62111,3.11842,4.05426,3.58634,3.24161,2.54373,3.32995,2.54755,2.84597,2.87681,2.72013,2.72698,1.89384,1.88768,2.10645,2.099,2.50124,2.30933,2.77795,2.55585,2.10973,1.94319,2.48815,2.27197,4.22646,3.72092,4.63436,4.1707,2.57878,2.19974,2.58999,2.37002
18,2.86906,2.59036,2.05399,1.81849,3.32358,3.27839,3.5714,3.48084,3.40761,2.91804,2.40717,1.99216,2.99404,2.02437,2.64414,2.09274,2.9697,2.63864,3.47026,3.10776,2.63644,2.16913,2.80985,2.19224,2.93216,2.9599,2.78521,2.77123,1.98726,1.94201,2.22322,2.16789,2.83546,2.4993,3.07237,2.71091,2.37097,2.12322,2.72821,2.41082,3.98963,3.47533,4.41437,3.91413,2.61788,2.24393,2.78344,2.4558
19,2.78116,2.50683,1.94059,1.62114,2.78735,2.59602,2.94241,2.74811,3.45969,2.92813,2.62086,2.23423,2.89953,1.92814,2.55379,1.9163,3.24396,2.92295,3.76317,3.34619,2.89399,2.46514,3.15784,2.52327,2.77777,2.85153,2.65819,2.69051,1.88198,1.90988,2.14761,2.16064,2.50432,2.38526,2.72985,2.57524,2.05391,2.00108,2.35891,2.24181,3.27824,2.83487,3.62069,3.24456,2.91618,2.54838,3.08649,2.79756
20,3.12927,2.83089,2.13024,1.92847,2.62525,2.35511,2.76951,2.52702,3.43949,2.936,2.51415,2.11531,2.74947,1.79826,2.46729,1.83987,3.20586,2.87647,3.63423,3.26746,2.87178,2.42558,3.05435,2.47934,2.81685,2.89152,2.56907,2.61331,1.70581,1.70944,1.93594,1.96294,3.14668,2.83651,3.42029,3.01204,2.69944,2.43253,3.07932,2.66236,3.45431,2.92116,3.79208,3.33715,2.64628,2.29811,2.77526,2.48045
21,3.14218,2.65445,2.18425,1.70425,2.99301,2.76832,3.1554,2.94185,4.17017,3.62586,2.95751,2.56184,2.88344,2.07241,2.70317,2.21327,2.81288,2.54648,3.42921,3.02606,2.5646,2.22048,2.96126,2.4057,2.81222,2.86938,2.5854,2.61916,1.76378,1.7222,2.01063,2.01156,2.89056,2.68301,3.23659,2.95624,2.39654,2.21636,2.83574,2.55464,3.60956,3.08511,3.87792,3.49101,3.12574,2.73254,3.15271,2.83778
22,2.62292,2.27743,1.82964,1.53331,2.71154,2.5495,2.87506,2.7151,3.92324,3.43238,2.75355,2.33138,3.23368,2.13943,2.97048,2.1327,3.1314,2.66302,3.47392,3.02039,2.89643,2.30685,2.9902,2.33939,2.80173,2.84202,2.57139,2.5883,1.64987,1.62565,1.96195,1.9668,2.55444,2.3536,2.80922,2.59175,2.27874,2.12106,2.63122,2.44021,3.36093,2.66402,3.40593,2.88343,3.18352,2.72257,3.30432,2.94248
23,2.43626,2.06355,1.66036,1.36146,2.87641,2.77269,3.06308,2.95051,3.34701,2.85549,2.5786,2.15014,3.27095,2.22057,2.96778,2.26556,3.34527,2.8582,3.77392,3.28553,3.01997,2.36906,3.21752,2.47086,2.77876,2.80114,2.6967,2.69698,1.90929,1.88118,2.13166,2.11236,2.63178,2.49053,2.86127,2.65045,2.36102,2.2569,2.66822,2.47567,3.80358,3.19099,4.03485,3.62062,3.53464,3.17431,3.72184,3.46722
24,3.00607,2.63689,1.93228,1.53952,3.10436,2.94439,3.2968,3.15559,2.91731,2.57514,2.242,1.98697,3.20047,2.11698,2.84034,2.15374,3.11799,2.57782,3.61073,3.10666,2.7616,1.9972,2.96213,2.11742,3.01586,3.06227,3.01007,3.02884,2.27293,2.30748,2.53573,2.55998,2.06317,1.92334,2.04769,1.82204,1.85787,1.7187,1.88852,1.63126,3.77279,3.29304,3.99147,3.67752,4.06284,3.66695,4.31818,4.02505
25,2.98856,2.47939,2.06121,1.58038,2.61054,2.38517,2.74174,2.54268,3.06354,2.63552,2.2963,1.94289,3.10564,2.06416,2.73574,2.09727,3.78403,3.08014,4.60662,3.74428,3.43738,2.39999,3.88097,2.45814,2.95602,2.98397,2.88235,2.8583,2.23887,2.23072,2.2656,2.22476,2.8213,2.66672,3.05963,2.86835,2.42164,2.2899,2.7402,2.54997,3.30666,2.9556,3.63086,3.36232,3.90533,3.64109,4.04137,3.84876
26,2.74872,2.46202,1.87404,1.53212,2.22608,2.03458,2.31347,2.16507,3.23706,2.68424,2.45786,2.0502,3.06561,2.06784,2.66252,2.06365,3.64079,2.90653,4.38639,3.41014,3.38778,2.39556,3.91531,2.49334,3.22526,3.27589,3.29408,3.30182,2.60896,2.62095,2.87379,2.87428,2.47912,2.29196,2.72478,2.50405,2.23935,2.10028,2.58183,2.38058,3.82873,3.39606,4.1669,3.88999,3.53911,3.36724,3.7754,3.6672
27,2.89006,2.4843,1.95462,1.59147,2.33941,2.09589,2.50941,2.3,3.67439,3.15166,2.58169,2.18184,3.13712,2.221,2.79285,2.2667,3.69417,2.8848,4.34396,3.44017,3.43373,2.32604,3.84601,2.50912,3.10871,3.13856,3.10049,3.10033,2.28004,2.26486,2.60642,2.59529,2.30727,2.15118,2.56282,2.37572,2.13259,2.01546,2.45342,2.28585,3.71929,3.412,4.01806,3.75212,3.69446,3.48366,3.94991,3.82658
28,3.20749,2.81939,2.15663,1.7896,2.41054,2.24397,2.50829,2.34616,3.65791,3.1818,2.68466,2.26521,3.1232,2.15228,2.83229,2.23813,4.14305,3.23753,5.12011,3.9782,3.95843,2.67398,4.75999,3.11538,2.9609,3.02607,2.63455,2.66539,1.65496,1.66617,1.85571,1.87272,2.28355,2.18087,2.56309,2.43997,1.92394,1.84108,2.30162,2.17678,3.89945,3.4605,4.30784,3.95338,3.90109,3.73657,4.28841,4.16941
29,3.03623,2.61134,1.91755,1.51835,2.00378,1.84259,2.05561,1.90904,3.44399,2.88172,2.58596,2.07696,3.38169,2.44248,3.12917,2.62687,4.06967,3.0531,4.94288,3.48507,3.98337,2.65808,4.81825,2.89612,2.74944,2.81186,2.57572,2.60217,1.81394,1.80923,2.0584,2.0611,1.82708,1.77368,2.05256,1.99615,1.76802,1.72434,2.03406,1.98183,3.82585,3.31951,4.13187,3.7237,3.95642,3.60593,4.24137,3.93369
30,3.03491,2.69438,2.00963,1.70278,2.06853,1.93736,2.16082,2.03338,3.85382,3.14766,2.82142,2.24172,3.63024,2.70074,3.35868,2.86947,4.0291,2.96589,5.05143,3.59357,3.95143,2.52369,4.87172,2.93586,2.98186,2.97812,2.69606,2.66446,1.66028,1.58552,1.89678,1.82974,1.84062,1.75917,1.99038,1.87589,1.7124,1.64083,1.88654,1.76476,3.69109,3.15348,3.96419,3.46652,3.43572,3.20876,3.78397,3.62135
31,3.00966,2.56771,2.06963,1.63768,2.54075,2.46748,2.71346,2.6407,3.52505,2.9319,2.585,2.07307,3.0344,2.17755,2.80188,2.27202,3.84699,2.80558,4.63657,3.32534,3.76063,2.33143,4.40102,2.52361,3.66447,3.66906,3.21346,3.19424,2.1055,1.96669,2.27865,2.20008,1.87366,1.79826,2.06729,1.96913,1.81087,1.76244,2.04118,1.9549,4.27222,3.7229,4.74197,4.18368,2.90555,2.66689,3.0502,2.92637
32,2.93508,2.70599,1.92541,1.67291,2.51671,2.35649,2.60975,2.45432,3.5634,3.04882,2.62514,2.2262,2.96931,2.20101,2.79125,2.31551,4.0506,3.01702,4.82396,3.43506,3.82776,2.31117,4.47634,2.45516,3.74574,3.78759,3.33651,3.33907,2.13913,2.07298,2.45489,2.4073,1.74742,1.66342,1.93957,1.87951,1.6832,1.5989,1.92811,1.8736,4.50425,3.94112,5.06467,4.50891,2.99296,2.67476,3.12691,2.89448
33,2.60001,2.35812,1.9294,1.66557,2.68518,2.47245,2.83162,2.63645,3.39864,2.73576,2.60308,1.98047,3.02133,2.10125,2.73093,2.21718,3.82132,3.13498,4.40205,3.68001,3.49905,2.48757,3.78533,2.56622,3.64234,3.67895,3.25301,3.25404,1.98341,1.93922,2.28917,2.25888,2.00923,2.00512,2.27259,2.25221,1.89231,1.89848,2.21472,2.20508,4.68002,4.05976,5.17179,4.58268,2.67189,2.33169,2.77853,2.53063
34,2.67203,2.35703,1.97578,1.73697,2.70391,2.53742,2.78698,2.61683,3.85071,3.20742,2.71771,2.16167,3.33734,2.3059,3.0387,2.45114,3.5549,2.95884,3.88896,3.2275,3.35209,2.53082,3.51355,2.50808,3.64874,3.66804,3.30027,3.2813,1.95752,1.88999,2.33618,2.2763,2.63392,2.47966,2.92941,2.75659,2.34421,2.20848,2.71273,2.55192,4.71558,4.22033,5.21778,4.76572,2.4274,2.29179,2.60891,2.54801
35,2.80967,2.5284,1.99656,1.73634,2.79741,2.46204,2.9516,2.63315,3.7291,3.00518,2.77732,2.14294,3.12766,2.21322,2.82966,2.34425,3.84369,3.17818,4.41899,3.61255,3.48538,2.47719,3.8931,2.63186,3.79296,3.77141,3.35479,3.30714,2.13536,1.96392,2.42148,2.30048,2.37323,2.24613,2.50059,2.39257,2.14186,2.01277,2.2902,2.18321,5.03528,4.10259,5.42012,4.56827,2.77946,2.55204,3.04342,2.88522
36,3.09072,2.82651,2.12561,1.91877,2.64663,2.4444,2.7606,2.56834,3.55218,2.9305,2.59411,2.06799,2.90753,1.95739,2.61736,2.05737,3.98658,3.28616,4.2464,3.55242,3.64581,2.61393,3.71354,2.65414,3.80875,3.76943,3.54156,3.48225,2.293,2.17062,2.69436,2.59986,2.89481,2.65794,3.05553,2.78174,2.30203,2.13775,2.56194,2.31647,5.25783,4.31683,5.6922,4.74632,3.14709,2.87286,3.3994,3.17854
37,3.64643,3.35152,2.50341,2.26283,2.79701,2.51106,2.90193,2.61825,4.03416,3.24798,3.02844,2.24344,2.83833,1.92602,2.53632,1.96757,4.0671,3.30365,4.78028,3.71991,3.68343,2.60404,4.29742,2.79006,3.95911,3.90839,3.57996,3.52431,2.21556,2.10665,2.52976,2.45563,2.76353,2.61874,2.9102,2.69234,2.14611,2.0167,2.38719,2.13406,4.89562,3.92264,5.28509,4.42859,3.13964,2.76482,3.40057,3.05697
38,2.8733,2.61465,2.06488,1.81759,2.6993,2.46833,2.81783,2.54971,3.94072,3.18208,2.9752,2.28883,2.90572,2.02861,2.63615,2.13539,4.21512,3.17441,4.84597,3.51395,4.07748,2.72822,4.56311,2.72088,3.87167,3.82731,3.67722,3.63229,2.43957,2.33171,2.91365,2.85622,2.92951,2.67077,3.16992,2.84205,2.6992,2.48708,3.05669,2.74536,4.93879,3.87285,5.15738,4.2727,3.51945,3.18705,3.85493,3.58757
39,2.74307,2.3813,1.96721,1.54383,2.50391,2.36207,2.57457,2.38346,3.57555,2.91889,2.67615,2.07101,2.92818,1.92732,2.54802,2.03393,4.21942,3.18614,4.69784,3.48538,4.06569,2.73028,4.43037,2.77297,3.97565,3.96093,3.90727,3.87804,2.76591,2.65721,3.13933,3.08194,2.68603,2.49639,3.04343,2.76482,2.37591,2.24001,2.83476,2.58151,4.63598,3.71425,4.89421,4.14524,3.56135,3.11392,3.85047,3.44421
40,3.51316,3.10274,2.41874,2.10687,2.76685,2.51199,2.87597,2.60304,3.39348,2.66423,2.58727,1.8629,2.81086,1.9359,2.49279,2.05067,3.94147,3.07965,4.62317,3.51324,3.74091,2.59101,4.29546,2.76506,4.01492,4.00978,3.9337,3.92486,2.7568,2.6085,3.12791,3.06866,2.23349,2.1638,2.46582,2.34737,2.14712,2.09936,2.43649,2.33222,4.38193,3.36317,4.56442,3.72275,3.44955,2.83519,3.8399,3.28071
41,2.90607,2.53566,2.03824,1.74068,2.5207,2.30567,2.6147,2.41431,2.94026,2.36744,2.30965,1.77677,2.73211,2.0114,2.46505,2.03151,4.30858,3.36125,4.98007,3.79491,4.09037,2.81097,4.58244,2.86238,3.88738,3.9046,3.77415,3.75858,2.58107,2.49948,2.90277,2.86748,2.42482,2.35158,2.65104,2.54102,2.18053,2.11701,2.47381,2.36807,4.46558,3.62937,4.71486,4.01621,3.51437,3.17249,3.85211,3.56041
42,2.86239,2.50843,1.98186,1.69981,2.73806,2.30056,2.80951,2.43126,3.52692,2.92368,2.66729,2.10593,3.36468,2.38433,3.09347,2.58817,4.16668,3.30829,4.6502,3.59275,3.92194,2.75045,4.30619,2.79355,3.8939,3.89371,3.80237,3.77487,2.53066,2.46177,2.97112,2.93379,2.51416,2.43724,2.79587,2.70085,2.23074,2.18495,2.63937,2.56901,4.83334,4.06227,5.24618,4.59041,3.42923,3.21586,3.86419,3.65468
43,2.46952,2.0457,1.66595,1.17454,2.70727,2.49874,2.84814,2.64863,3.37337,2.78737,2.42154,1.86245,3.11685,2.29678,2.89485,2.474,3.79286,3.24443,4.20653,3.66638,3.54185,2.7904,3.72837,2.87541,3.85186,3.86491,3.761,3.75042,2.47616,2.41239,2.9225,2.89619,2.85467,2.73302,3.14348,2.97005,2.32955,2.18513,2.80112,2.60118,4.61489,3.68064,4.78654,3.91255,4.13306,3.96562,4.52766,4.41712
44,2.66773,2.48645,1.78197,1.62652,3.08798,2.73296,3.30923,3.00772,3.91291,3.22351,2.85966,2.29506,3.06484,1.98266,2.63729,2.06954,3.76615,3.17404,4.12103,3.41203,3.54365,2.73446,3.82507,2.82529,3.78614,3.77119,3.58762,3.55544,2.30637,2.24091,2.74222,2.7012,2.69414,2.64959,2.82493,2.75018,2.05942,1.99115,2.33993,2.25289,4.22013,3.2822,4.43353,3.56528,3.49955,3.16289,3.91485,3.68333
45,2.69732,2.53541,1.8769,1.65574,3.16561,2.88318,3.26365,3.03053,3.56888,2.97394,2.61772,2.02117,3.24813,2.17268,2.80354,2.26478,3.61034,3.05934,4.07856,3.29624,3.33575,2.54553,3.77028,2.64217,3.62453,3.67798,3.53697,3.55368,2.25707,2.23927,2.68702,2.69302,2.7244,2.65275,2.8171,2.7301,2.21038,2.14462,2.43175,2.34797,4.58537,3.92676,5.0124,4.37129,3.40899,3.14098,3.75464,3.58057
46,2.41529,2.31076,1.57136,1.46185,3.24863,2.87202,3.39747,3.05431,3.73039,3.14174,2.73467,2.21017,3.22316,2.18681,2.76623,2.1901,3.77247,3.3153,4.18127,3.58511,3.50518,2.84185,3.73899,2.83933,3.68468,3.65497,3.52894,3.47833,2.19527,2.11343,2.52965,2.46029,2.9884,2.78805,3.18393,2.94741,2.47895,2.30059,2.85583,2.62398,4.03988,3.21702,4.22143,3.46017,2.98957,2.75424,3.18899,3.04864
47,2.55658,2.32307,1.66467,1.49768,3.10547,2.86737,3.1645,2.95319,3.78305,3.18791,2.69608,2.16674,3.59599,2.52813,3.25681,2.75751,3.58303,3.00811,4.07563,3.39967,3.35883,2.56281,3.69705,2.71089,3.69877,3.72826,3.50439,3.51037,2.1709,2.15491,2.60066,2.59533,2.11462,2.10761,2.23888,2.21127,1.60936,1.59548,1.83453,1.7942,4.47304,3.64198,4.55688,3.90702,3.2336,2.97627,3.45169,3.3016
48,2.90316,2.63131,1.82441,1.52073,3.23313,2.8816,3.35879,3.02966,3.20683,2.71091,2.38435,1.94322,3.33436,2.33022,2.9579,2.41617,3.52141,3.0327,4.00851,3.48799,3.1816,2.4974,3.50886,2.75419,4.17882,4.11107,3.93464,3.87712,2.58467,2.49722,3.0093,2.95941,2.98309,2.86212,3.12522,3.00878,2.3455,2.19583,2.66273,2.51049,4.83513,4.13764,5.0846,4.5525,3.50634,3.151,3.8052,3.57299
49,3.5239,3.0688,2.20916,1.87081,2.9593,2.62728,3.08349,2.74821,3.33803,2.89189,2.49788,2.12025,2.88601,1.95124,2.4354,1.977,3.61389,2.97119,4.0935,3.3814,3.39249,2.51052,3.71559,2.67613,4.26352,4.19829,4.12803,4.0693,2.71115,2.61356,3.17907,3.12228,2.33821,2.19275,2.50537,2.34282,2.11034,1.95613,2.41392,2.23613,3.67711,3.00327,3.77335,3.28805,3.00931,2.77095,3.37106,3.16793
50,3.20227,2.64142,2.18061,1.63873,3.28656,3.00604,3.50021,3.23244,3.53351,2.84696,2.6948,2.08621,2.70467,1.64294,2.13583,1.5976,3.54318,3.05151,4.24958,3.68129,3.1213,2.31232,3.49541,2.46702,4.23693,4.15043,4.10819,4.02995,2.80818,2.62235,3.28084,3.1917,2.86783,2.67047,3.05869,2.75765,2.41708,2.18927,2.84972,2.49838,3.45214,2.85883,3.68675,3.16171,3.12478,2.87537,3.33573,3.20754
51,3.33722,2.74038,2.19189,1.59396,2.85332,2.50705,2.95016,2.63245,3.37211,2.85974,2.53443,2.14723,3.01147,2.04025,2.60207,2.14078,3.7052,3.33183,4.13383,3.69036,3.30332,2.69051,3.51461,2.7824,4.03103,4.02136,3.94133,3.91469,2.56176,2.4874,3.05635,3.0244,2.98296,2.74992,3.17625,2.91601,2.3643,2.16915,2.79085,2.54873,3.45241,2.87515,3.54833,3.15722,2.91412,2.52738,3.03403,2.73013
52,3.32153,2.60855,2.25587,1.61642,2.91355,2.80451,3.10961,3.01379,3.05176,2.56735,2.21521,1.77688,3.20596,2.27385,2.78647,2.41441,3.8281,3.24431,4.29683,3.54053,3.65904,2.88602,3.97701,2.92354,4.04011,3.95365,3.92113,3.83218,2.67587,2.56763,3.0935,2.99928,2.9291,2.74578,3.09129,2.86394,2.27443,2.09041,2.67877,2.44365,3.12087,2.74772,3.37708,3.08147,2.52667,2.3908,2.74258,2.66007
53,3.44485,2.80809,2.36933,1.78106,2.6849,2.51675,2.801,2.62967,3.59118,3.02672,2.62553,2.17073,3.24285,2.16511,2.78174,2.33764,3.74205,3.27615,4.26373,3.6736,3.38858,2.66891,3.7336,2.77375,4.10052,4.04824,3.97031,3.91029,2.65113,2.56246,3.08946,3.03027,2.5904,2.52363,2.7147,2.62808,1.92268,1.85177,2.24782,2.14939,3.15182,2.61449,3.25584,2.86905,2.46212,2.23369,2.63321,2.47421
54,3.32945,2.71215,2.20698,1.55888,3.3402,2.96846,3.50924,3.15798,3.32349,2.66832,2.41271,1.78122,3.55473,2.51794,3.28374,2.69225,3.53645,2.96393,3.88482,3.18143,3.35865,2.58182,3.62259,2.63056,4.32652,4.2924,4.02949,3.96779,2.62332,2.54438,3.02972,2.95342,2.6112,2.49674,2.7504,2.60584,2.06551,1.90782,2.42397,2.23952,2.96657,2.32317,3.01802,2.43781,3.12381,2.68565,3.27857,2.93447
55,3.13308,2.67273,2.11062,1.68186,3.41902,3.11256,3.61255,3.30275,3.14043,2.59201,2.33581,1.82395,3.37357,2.40455,3.03549,2.5543,3.71445,3.04609,4.1262,3.52349,3.48572,2.57359,3.64535,2.7165,4.25063,4.25546,3.99175,3.99175,2.73686,2.69139,3.17049,3.17548,3.1674,3.07558,3.35005,3.24432,2.41316,2.29665,2.76181,2.64331,3.28585,2.64606,3.503,2.94852,3.15617,2.70816,3.18643,2.88757
