timestep,ha_1bpi,ca_1bpi,bb_1bpi,hant_1bpi,cant_1bpi,bbnt_1bpi,ha_1l2y,ca_1l2y,bb_1l2y,hant_1l2y,cant_1l2y,bbnt_1l2y,ha_1ubq,ca_1ubq,bb_1ubq,hant_1ubq,cant_1ubq,bbnt_1ubq,ha_1ucs,ca_1ucs,bb_1ucs,hant_1ucs,cant_1ucs,bbnt_1ucs,ha_1vii,ca_1vii,bb_1vii,hant_1vii,cant_1vii,bbnt_1vii,ha_1wm3,ca_1wm3,bb_1wm3,hant_1wm3,cant_1wm3,bbnt_1wm3,ha_2oed,ca_2oed,bb_2oed,hant_2oed,cant_2oed,bbnt_2oed,ha_2ppn,ca_2ppn,bb_2ppn,hant_2ppn,cant_2ppn,bbnt_2ppn,ha_7skw,ca_7skw,bb_7skw,hant_7skw,cant_7skw,bbnt_7skw
130.8,2.83406,1.66425,1.56116,2.8403,1.60181,1.49092,4.2051,3.34862,3.04635,3.45542,2.44823,2.2515,3.89975,3.7442,3.82774,2.44208,1.77362,1.71129,2.00198,1.40259,1.42925,1.38232,0.97807,0.94338,3.53694,2.71941,2.63227,3.21503,2.46773,2.37802,4.29012,3.27635,3.1859,4.17944,3.16073,3.06274,2.57247,1.79206,1.66374,2.52164,1.75823,1.64343,4.24212,4.07311,4.02321,2.70031,1.99914,1.97681,7.30513,2.99641,2.90897,3.48658,2.86456,2.76951
131.8,2.85732,1.72294,1.63275,2.86878,1.66221,1.56229,4.23335,3.33029,3.00435,3.47843,2.37299,2.18744,3.89054,3.68647,3.75741,2.46486,1.77118,1.69808,1.9931,1.38668,1.41634,1.4897,1.04441,1.02452,3.67979,2.89702,2.80204,3.39284,2.69157,2.58767,4.2885,3.28987,3.20227,4.14586,3.13345,3.04862,2.72657,1.9761,1.83071,2.72872,1.95918,1.81245,4.03298,3.84768,3.78984,2.65397,2.00137,1.97418,6.78876,2.96816,2.87956,3.46626,2.83906,2.74684
132.8,2.8506,1.65926,1.56042,2.85157,1.58355,1.4745,4.20449,3.32851,3.0025,3.50785,2.48724,2.26515,3.84341,3.67752,3.74811,2.43657,1.81433,1.74196,1.83424,1.18228,1.19914,1.20536,0.77394,0.75375,3.59468,2.86587,2.77705,3.32029,2.61653,2.52927,4.34806,3.34666,3.26597,4.19299,3.18884,3.1117,2.79956,2.10295,1.95708,2.79494,2.0788,1.93784,4.16973,3.99135,3.94007,2.7336,2.04753,2.02821,6.35027,2.97926,2.88346,3.46546,2.84299,2.74006
133.8,2.81636,1.65371,1.55511,2.83128,1.60922,1.49936,4.28055,3.24956,2.93999,3.57297,2.36028,2.1873,3.81164,3.66078,3.72918,2.44829,1.80144,1.73732,2.1898,1.55848,1.57294,1.47515,1.06072,1.02476,3.67845,2.91219,2.79653,3.45718,2.69361,2.58922,4.35744,3.33107,3.23743,4.1781,3.16303,3.07781,2.65573,1.99057,1.86995,2.64811,1.97847,1.85971,3.95899,3.79225,3.73215,2.54834,1.88182,1.85801,7.25277,2.98757,2.89742,3.50762,2.86395,2.77106
134.8,2.92378,1.7112,1.63641,2.91292,1.63979,1.53083,4.25885,3.24082,2.91493,3.60791,2.4283,2.21792,3.90521,3.75485,3.83657,2.39513,1.72344,1.65852,2.35997,1.74262,1.76682,1.53053,1.15059,1.11949,3.47302,2.70057,2.61162,3.17521,2.44202,2.35597,4.31028,3.29332,3.19114,4.18885,3.17266,3.08335,2.82258,2.12394,1.99637,2.82046,2.10585,1.98258,4.13498,3.97982,3.92199,2.66805,2.00004,1.98058,7.00077,2.98117,2.89238,3.47688,2.85079,2.75801
135.8,2.87896,1.66945,1.57073,2.88363,1.60002,1.49599,4.20705,3.31901,3.01119,3.44435,2.39571,2.20341,3.81464,3.63895,3.70189,2.47545,1.83715,1.77259,2.52072,1.90852,1.91368,1.67166,1.23968,1.19686,3.62508,2.84015,2.74484,3.33347,2.55683,2.46678,4.39265,3.35638,3.26627,4.20017,3.16212,3.07908,2.67251,1.90846,1.77785,2.66522,1.88834,1.76057,4.13367,3.97283,3.91789,2.6472,1.97363,1.94298,8.06685,2.96449,2.87372,3.47424,2.82963,2.73311
136.8,2.74746,1.65139,1.56574,2.74791,1.58307,1.4842,4.28617,3.28541,2.99683,3.57501,2.3815,2.20592,3.91215,3.76232,3.84219,2.48955,1.85178,1.79816,2.49248,1.90834,1.90319,1.80027,1.40183,1.35321,3.51147,2.66098,2.55852,3.2835,2.44784,2.35678,4.3397,3.30693,3.19871,4.19066,3.15488,3.05941,2.7415,2.01675,1.89195,2.71144,1.99482,1.8764,4.09283,3.93106,3.87175,2.56287,1.90393,1.87638,7.44866,3.01696,2.9194,3.50596,2.88432,2.78358
137.8,2.83899,1.68249,1.57678,2.83642,1.60333,1.49182,4.21422,3.38446,3.08192,3.43928,2.44157,2.25735,3.71521,3.54134,3.61108,2.38649,1.75912,1.69209,2.59043,1.95994,1.96816,1.86217,1.3937,1.3507,3.51429,2.79071,2.70316,3.25186,2.567,2.49462,4.29648,3.29985,3.21122,4.13441,3.13921,3.06167,2.74605,1.98659,1.85691,2.75282,1.97899,1.84974,4.14039,3.95264,3.90212,2.73818,2.06728,2.04461,8.06915,2.95161,2.85229,3.44171,2.81792,2.7148
138.8,2.77973,1.58071,1.48673,2.80281,1.55385,1.4521,4.36389,3.41594,3.10069,3.61081,2.55221,2.35581,3.83125,3.65171,3.72428,2.45492,1.81392,1.7544,2.66813,2.04492,2.06326,1.82603,1.38015,1.34422,3.56562,2.8406,2.7427,3.27649,2.58535,2.49135,4.28964,3.31303,3.21703,4.14395,3.16693,3.07662,2.77277,1.98578,1.84813,2.73916,1.9669,1.8403,4.11213,3.95844,3.90639,2.67435,2.03054,2.01418,8.42127,3.02476,2.93413,3.50749,2.89992,2.80424
139.8,2.94791,1.84857,1.74789,2.9553,1.79267,1.68232,4.15368,3.2207,2.8856,3.47298,2.40679,2.21069,3.90569,3.68784,3.76711,2.48196,1.74418,1.67245,2.37107,1.74486,1.77657,1.45298,1.02611,0.988,3.52624,2.76643,2.68102,3.27159,2.51658,2.44718,4.33079,3.33615,3.24217,4.18716,3.19853,3.11248,2.79784,2.111,1.97103,2.75614,2.088,1.95376,4.13065,3.95729,3.90564,2.74453,2.05741,2.03842,8.71727,2.90885,2.82493,3.43221,2.7964,2.7076
140.8,2.81794,1.68377,1.59514,2.79419,1.5803,1.47424,4.17861,3.19025,2.89806,3.45359,2.29405,2.12295,3.95329,3.73181,3.80077,2.56262,1.84636,1.78,2.72661,2.13173,2.14765,1.9565,1.52518,1.47412,3.48308,2.67923,2.59538,3.21521,2.43862,2.36812,4.32351,3.28198,3.19039,4.14649,3.11724,3.03352,2.8548,2.06928,1.93953,2.77383,2.03045,1.91525,4.1539,4.00563,3.95034,2.64226,2.00701,1.9796,9.26297,2.97895,2.89348,3.45274,2.85109,2.76396
141.8,2.7581,1.62564,1.52325,2.765,1.559,1.4558,4.2671,3.40236,3.08416,3.55139,2.56952,2.34525,4.07981,3.90566,3.98543,2.59156,1.85134,1.79599,2.38795,1.81039,1.81826,1.58441,1.22221,1.17519,3.57611,2.82189,2.72627,3.29693,2.54547,2.45232,4.35966,3.32693,3.22515,4.17403,3.14195,3.04692,2.88043,2.14839,2.02393,2.87443,2.12955,2.00527,4.22589,4.10586,4.04676,2.66102,2.00103,1.97656,8.30078,2.97423,2.88035,3.46621,2.8467,2.74921
142.8,2.85568,1.78784,1.68591,2.8664,1.74318,1.63865,4.22873,3.27258,2.9483,3.51642,2.38316,2.18833,3.99958,3.81101,3.89279,2.56036,1.84843,1.79034,2.48145,1.836,1.85745,1.63901,1.14907,1.10767,3.80253,3.07622,2.97517,3.58133,2.84287,2.73297,4.38565,3.33549,3.2341,4.22942,3.18097,3.09365,2.76919,2.01032,1.8897,2.74275,1.98735,1.86857,4.07925,3.88565,3.8307,2.75406,2.05889,2.02974,8.27872,2.95541,2.86235,3.43777,2.8221,2.72451
143.8,2.80407,1.63256,1.54741,2.79824,1.53942,1.4438,4.23922,3.29041,2.9814,3.50431,2.40568,2.22724,4.10901,3.89459,3.96415,2.71152,2.0123,1.94021,2.531,1.89088,1.91734,1.4432,1.03525,1.00073,3.71314,2.93569,2.82349,3.53669,2.76525,2.65906,4.36651,3.34157,3.24666,4.21791,3.20327,3.11565,2.79488,2.04003,1.90253,2.78209,2.02648,1.89256,4.08203,3.90425,3.85451,2.71294,2.02404,2.00112,7.89198,2.95183,2.854,3.45771,2.81206,2.70867
144.8,2.76853,1.58316,1.49275,2.77134,1.52429,1.42593,4.25783,3.36441,3.05063,3.51872,2.46714,2.28319,4.13108,3.94483,4.01238,2.69587,2.00659,1.9297,2.44672,1.8485,1.86035,1.41136,0.9947,0.96417,3.64489,2.84856,2.74709,3.42939,2.65389,2.55806,4.32887,3.34882,3.25577,4.17736,3.20056,3.12066,2.90773,2.09181,1.95453,2.87963,2.08085,1.9422,4.13846,3.98668,3.93199,2.72394,2.0633,2.04536,8.26883,3.04105,2.9546,3.52794,2.90228,2.81188
145.8,2.83394,1.62807,1.53015,2.85199,1.58369,1.47474,4.27181,3.22529,2.92115,3.63874,2.40072,2.20411,4.21395,4.11883,4.19294,2.65408,1.99713,1.93227,2.43992,1.8258,1.85158,1.47568,1.07181,1.05892,3.50229,2.65966,2.58226,3.10349,2.31483,2.24407,4.30647,3.26526,3.17246,4.14709,3.1085,3.02907,2.75384,2.00046,1.86922,2.72542,1.9699,1.83983,4.13519,3.96348,3.90728,2.73337,2.05415,2.02643,8.09907,3.01243,2.92548,3.51232,2.88278,2.79383
146.8,2.81009,1.62467,1.53317,2.80737,1.54524,1.44132,4.28262,3.31768,2.98471,3.58849,2.47824,2.25522,4.19178,4.03517,4.09899,2.74401,2.08213,2.00869,2.65606,1.96212,1.98485,1.33587,0.87852,0.84659,3.3992,2.62429,2.53662,3.14474,2.36193,2.28769,4.32658,3.3249,3.23537,4.16989,3.17252,3.09341,2.7558,2.04484,1.91608,2.74971,2.03893,1.9093,4.16181,3.97162,3.91818,2.70977,1.99575,1.97299,8.40112,2.98868,2.89665,3.48151,2.84685,2.75013
147.8,2.85331,1.66608,1.56451,2.84766,1.58124,1.4618,4.24101,3.31059,2.99664,3.51272,2.39854,2.2075,4.24477,4.1283,4.20084,2.75957,2.12496,2.05481,2.68963,2.06291,2.09421,1.34682,0.92384,0.90094,3.45595,2.65735,2.57071,3.20195,2.42883,2.35784,4.3005,3.28842,3.18892,4.16592,3.14791,3.05934,2.99228,2.23751,2.09833,2.96485,2.20487,2.07206,4.1802,3.98475,3.93637,2.8132,2.11756,2.1018,8.58372,2.98347,2.89618,3.48539,2.84385,2.75165
148.8,2.80002,1.60653,1.51078,2.83006,1.57677,1.47797,4.30144,3.30526,2.98367,3.60969,2.42431,2.21515,4.18582,4.01286,4.06821,2.72289,2.0502,1.9644,2.45086,1.83279,1.85114,1.6376,1.26382,1.24189,3.54793,2.72313,2.62238,3.35187,2.53484,2.43031,4.36289,3.36373,3.26684,4.19905,3.20212,3.11788,2.86222,2.18588,2.06089,2.85388,2.17522,2.0497,4.17628,4.01729,3.96456,2.74122,2.06922,2.04642,8.20799,2.9741,2.88022,3.49068,2.84722,2.74966
149.8,2.81146,1.65661,1.55354,2.8209,1.60973,1.49348,4.20916,3.24852,2.93463,3.48368,2.39343,2.20494,4.21756,4.09546,4.15913,2.71623,2.05026,1.97232,2.39714,1.81146,1.8495,1.35281,0.97687,0.95426,3.40517,2.6599,2.56733,3.17932,2.47749,2.39714,4.3324,3.31542,3.21414,4.18205,3.16609,3.08249,2.73832,2.0412,1.92518,2.74104,2.04945,1.93211,4.15958,3.99671,3.94377,2.72707,2.03074,2.00781,8.00634,3.01885,2.93093,3.51714,2.88497,2.7934
150.8,2.87754,1.65689,1.55778,2.86428,1.55408,1.44294,4.26301,3.36626,3.05099,3.51851,2.45126,2.27256,4.2586,4.10406,4.1685,2.77032,2.08658,2.00828,2.47424,1.8556,1.89132,1.26797,0.84343,0.81587,3.28312,2.43361,2.33202,3.08117,2.25019,2.15089,4.37308,3.3663,3.26903,4.20256,3.19163,3.10307,2.77237,2.05542,1.93516,2.7583,2.05043,1.93055,4.27478,4.10075,4.05157,2.82909,2.10663,2.08764,7.40484,2.98075,2.89163,3.47828,2.85888,2.76554
151.8,2.8128,1.68672,1.57193,2.83066,1.64052,1.52281,4.28031,3.35673,3.04735,3.54818,2.45035,2.25712,4.2349,4.08885,4.1516,2.74442,2.07033,1.99395,2.47904,1.86312,1.89965,1.22429,0.80538,0.78256,3.40919,2.56815,2.4727,3.1723,2.34123,2.24753,4.37064,3.36317,3.27127,4.21873,3.20862,3.12572,2.74496,2.03249,1.89942,2.75163,2.01631,1.88695,4.164,3.99387,3.93758,2.80264,2.12803,2.10495,7.26769,2.99101,2.90627,3.50442,2.86044,2.77138
152.8,2.85649,1.62064,1.51821,2.87155,1.5786,1.46874,4.2247,3.33834,3.01918,3.45792,2.41754,2.23025,4.23233,4.1134,4.18897,2.74755,2.09964,2.02696,2.34873,1.69768,1.72752,1.27063,0.84294,0.81306,3.64915,2.68449,2.60826,3.30331,2.39784,2.33288,4.30701,3.29003,3.18561,4.19321,3.16089,3.06697,2.8682,2.09902,1.97436,2.80692,2.06336,1.94726,4.14258,3.97167,3.91813,2.78945,2.09917,2.07397,6.76503,2.96132,2.87438,3.47787,2.83917,2.74738
153.8,2.81811,1.66361,1.5551,2.82564,1.59315,1.48063,4.29243,3.38725,3.07492,3.48291,2.45569,2.24932,4.18468,4.07423,4.13661,2.6927,2.03851,1.96996,2.46086,1.78826,1.80071,1.38001,0.97886,0.93835,3.62282,2.7038,2.61571,3.32798,2.44882,2.37745,4.29796,3.27614,3.17165,4.15156,3.13041,3.03678,2.82049,2.12235,2.0074,2.79203,2.09929,1.98496,4.21915,4.04682,3.99165,2.81672,2.12138,2.10191,6.57041,3.00103,2.90918,3.50662,2.85873,2.76343
154.8,2.85032,1.68025,1.58567,2.8473,1.61479,1.50727,4.19688,3.25383,2.92962,3.47335,2.3755,2.18751,4.23678,4.06354,4.12167,2.79015,2.1142,2.04543,2.33775,1.6418,1.67322,1.30318,0.84055,0.82071,3.46369,2.58044,2.5092,3.10884,2.3183,2.244,4.31163,3.30386,3.19939,4.19637,3.18719,3.08975,2.96449,2.22356,2.11409,2.94479,2.22269,2.11341,4.07138,3.91768,3.86518,2.65737,1.98428,1.96383,8.23687,2.92663,2.83252,3.43622,2.78648,2.68643
155.8,2.83612,1.68153,1.58867,2.83516,1.60757,1.50522,4.23179,3.32874,3.01677,3.44447,2.39616,2.19739,4.27535,4.14552,4.21861,2.74918,2.09192,2.01431,2.44039,1.79285,1.8349,1.17119,0.75731,0.74098,3.64854,2.76467,2.66474,3.39379,2.52863,2.45191,4.27656,3.26528,3.1742,4.14871,3.13797,3.0595,2.8583,2.13798,1.999,2.87356,2.13308,1.9949,4.25493,4.10292,4.04954,2.7814,2.10686,2.08982,7.09706,3.00264,2.90975,3.47668,2.87061,2.77484
156.8,2.79204,1.62228,1.52135,2.80342,1.56395,1.45091,4.20675,3.27843,2.9779,3.45121,2.3793,2.21398,4.23665,4.10675,4.16689,2.75932,2.10597,2.02674,2.561,1.89661,1.9154,1.33664,0.98,0.95233,3.60688,2.74728,2.64779,3.38708,2.51867,2.43907,4.34146,3.33309,3.23436,4.17803,3.17412,3.08641,2.77508,2.12494,1.99392,2.77296,2.08508,1.96064,4.16113,4.00552,3.952,2.73755,2.07719,2.0525,6.94009,2.96775,2.87729,3.48657,2.84641,2.75101
157.8,2.74366,1.58373,1.4916,2.7481,1.51068,1.40747,4.18903,3.24995,2.93575,3.46788,2.40029,2.20257,4.26549,4.13076,4.19955,2.74957,2.07178,2.00483,2.38616,1.70576,1.74602,1.36005,0.95486,0.92526,3.35182,2.50624,2.42558,3.15511,2.34914,2.28347,4.35664,3.3031,3.20404,4.20754,3.15381,3.06634,2.88538,2.16596,2.04541,2.882,2.13501,2.01993,4.20418,4.02378,3.97099,2.88206,2.20483,2.18712,7.97616,2.92504,2.83849,3.47069,2.81042,2.71627
158.8,2.77317,1.64609,1.55006,2.78104,1.58465,1.47915,4.19519,3.29676,2.98262,3.41161,2.3669,2.19999,4.23334,4.09229,4.15971,2.75973,2.09183,2.01941,2.41039,1.75453,1.79548,1.18305,0.76282,0.74022,3.65814,2.73446,2.66435,3.269,2.42963,2.36555,4.30015,3.29176,3.19066,4.15439,3.15584,3.06596,2.93542,2.25136,2.12447,2.92695,2.2351,2.10913,4.23225,4.04896,3.99783,2.82178,2.09864,2.07819,7.93589,2.95898,2.86167,3.4751,2.84581,2.74521
159.8,2.83707,1.66522,1.56967,2.83856,1.59097,1.4903,4.16974,3.2637,2.9461,3.3998,2.36709,2.16717,4.22928,4.06199,4.12617,2.78454,2.07788,2.00369,2.36624,1.75236,1.78015,1.19718,0.79119,0.7703,3.42858,2.56756,2.49958,3.14972,2.38722,2.3202,4.33948,3.331,3.23229,4.18758,3.14716,3.0646,2.80154,2.03994,1.91842,2.79911,2.04095,1.91818,4.12868,3.9763,3.92308,2.70105,2.01902,1.99488,7.29348,3.03028,2.94401,3.5236,2.89686,2.80479
160.8,2.89769,1.69041,1.59067,2.91403,1.65744,1.54685,4.26602,3.29817,2.96466,3.54343,2.418,2.21368,4.23988,4.12134,4.18448,2.70946,2.04826,1.96606,2.35705,1.73127,1.75737,1.16497,0.74196,0.72498,3.41221,2.49159,2.41273,3.03094,2.19346,2.1261,4.31171,3.29178,3.20029,4.1752,3.15881,3.08053,2.8184,2.05169,1.91524,2.79647,2.00866,1.87755,4.12186,3.9804,3.92562,2.71606,2.06197,2.04464,7.99229,2.94239,2.85556,3.46884,2.82255,2.73119
161.8,2.91294,1.75785,1.65477,2.89305,1.64495,1.52509,4.24702,3.33353,3.01997,3.5154,2.45292,2.24795,4.21444,4.12523,4.19048,2.6852,2.05934,1.98473,2.63288,2.01028,2.03739,1.43585,1.11063,1.08109,3.70535,2.71838,2.64061,3.42738,2.48619,2.42528,4.33022,3.29586,3.19109,4.18301,3.15465,3.05785,2.73393,2.03348,1.91866,2.73821,2.0027,1.89206,4.06857,3.91069,3.86011,2.70945,2.04249,2.02509,7.24553,2.96138,2.87925,3.4638,2.82995,2.74433
162.8,2.87262,1.7035,1.60522,2.87242,1.63642,1.52616,4.26034,3.26913,2.9423,3.60014,2.38359,2.18924,4.22842,4.08544,4.15387,2.77008,2.13334,2.06293,2.47881,1.81959,1.84325,1.53107,1.02395,0.99725,3.47579,2.61214,2.51699,3.2526,2.41098,2.32301,4.27056,3.27303,3.17923,4.12157,3.12703,3.0459,2.7983,2.14114,2.03245,2.82216,2.13971,2.03085,4.13891,3.96963,3.91574,2.78148,2.14293,2.12124,7.35952,2.94978,2.85406,3.44626,2.8069,2.706
163.8,2.85707,1.68655,1.60111,2.85075,1.59553,1.49573,4.21853,3.2209,2.90295,3.55505,2.39154,2.20127,4.15658,4.00823,4.0643,2.72553,2.0555,1.97371,2.65284,1.96272,1.9893,1.43917,0.99758,0.9673,3.59723,2.71574,2.61091,3.34074,2.47052,2.38386,4.30516,3.26346,3.16569,4.13965,3.1025,3.01566,2.72676,1.96952,1.8551,2.72661,1.9597,1.84514,4.22123,4.0672,4.01074,2.79451,2.14452,2.12317,8.26433,2.97666,2.88527,3.47481,2.83546,2.73906
164.8,2.89473,1.77423,1.6758,2.89764,1.7073,1.60251,4.25513,3.28692,2.97145,3.51621,2.40726,2.21115,4.22109,4.08118,4.1536,2.72822,2.07282,1.98684,2.72277,2.08394,2.11475,1.36308,1.02234,0.98982,3.64,2.73098,2.65098,3.29576,2.38137,2.31168,4.31514,3.28865,3.19522,4.16687,3.13477,3.05221,2.71047,1.97503,1.85445,2.68154,1.94551,1.82918,4.15084,3.98968,3.93189,2.73565,2.05472,2.02926,8.23632,3.03835,2.94908,3.54935,2.90164,2.80515
165.8,2.81509,1.7324,1.63652,2.80925,1.65509,1.54808,4.15902,3.2664,2.96847,3.42748,2.38681,2.19386,4.22113,4.09206,4.16436,2.72605,2.07993,2.00375,2.39592,1.75789,1.78712,1.26183,0.84243,0.82861,3.46625,2.64853,2.57864,3.13975,2.38927,2.32406,4.35249,3.31334,3.22288,4.17527,3.13916,3.05751,2.93926,2.20438,2.07733,2.88618,2.15999,2.04026,4.22768,4.05144,4.00001,2.80558,2.10128,2.07617,7.64052,3.00609,2.91625,3.49536,2.87015,2.77696
166.8,2.80528,1.63714,1.5424,2.80945,1.56457,1.45666,4.31343,3.36455,3.06063,3.55301,2.43152,2.25145,4.24971,4.12063,4.1839,2.77862,2.11217,2.03114,2.36545,1.69823,1.73027,1.22403,0.79843,0.767,3.59095,2.78809,2.68124,3.38398,2.57495,2.48612,4.40133,3.37647,3.28204,4.22016,3.20165,3.1161,2.7335,2.06323,1.9489,2.72521,2.05264,1.94149,4.1421,4.00236,3.94547,2.66436,2.02418,1.99822,7.51562,2.94515,2.85951,3.45003,2.81643,2.7291
167.8,2.78797,1.60195,1.50133,2.78903,1.52245,1.41233,4.31189,3.31493,2.99886,3.63583,2.43845,2.23618,4.27816,4.12708,4.19657,2.7829,2.10446,2.02825,2.64206,2.00934,2.03418,1.42466,1.04089,1.00715,3.65695,2.7474,2.64384,3.3365,2.42925,2.34071,4.26817,3.30132,3.19686,4.15629,3.16863,3.08152,2.81375,2.10758,1.97733,2.81892,2.1027,1.97551,4.245,4.09208,4.04237,2.78985,2.1368,2.11591,7.8481,2.92648,2.83229,3.44215,2.80793,2.70936
168.8,2.79694,1.65646,1.57578,2.80086,1.58543,1.48403,4.28619,3.3306,2.99552,3.51271,2.39864,2.21219,4.21484,4.05197,4.12179,2.71203,2.02895,1.94975,2.85288,2.22994,2.24769,1.65665,1.28834,1.25927,3.48161,2.61525,2.53713,3.13703,2.30912,2.23808,4.2947,3.26797,3.16219,4.15099,3.10801,3.02514,2.72968,2.02308,1.88586,2.70407,1.99375,1.85826,4.14521,3.97288,3.91841,2.7323,2.06936,2.04616,8.03843,2.98001,2.89086,3.46476,2.83086,2.73867
169.8,2.75099,1.5748,1.48514,2.77197,1.53707,1.42965,4.23345,3.37794,3.05343,3.48482,2.47771,2.28935,4.24198,4.10531,4.17576,2.76446,2.09993,2.03103,2.47475,1.84937,1.87349,1.27805,0.88038,0.86843,3.57401,2.65433,2.54986,3.37696,2.48284,2.38434,4.27206,3.26877,3.17149,4.14476,3.12107,3.03739,2.82686,2.07707,1.94942,2.81047,2.05019,1.92595,4.05418,3.88628,3.82853,2.66664,2.03083,2.01029,8.18502,3.00409,2.90883,3.48445,2.86946,2.77076
170.8,2.87669,1.70479,1.618,2.87597,1.6246,1.52564,4.32182,3.41188,3.1124,3.51544,2.44459,2.26819,4.30142,4.16802,4.23858,2.82192,2.14031,2.062,2.43841,1.70741,1.72903,1.32963,0.88455,0.85122,3.47443,2.65165,2.5661,3.26772,2.46066,2.38469,4.31636,3.32104,3.23096,4.18458,3.18692,3.10593,2.78803,1.98894,1.84141,2.77554,1.96303,1.81955,4.19494,4.02325,3.97495,2.77045,2.09061,2.07289,9.11604,2.9954,2.90746,3.48029,2.85612,2.76437
171.8,2.88488,1.70161,1.58944,2.88176,1.61863,1.5019,4.24636,3.39131,3.06953,3.52071,2.557,2.36112,4.31316,4.18003,4.24455,2.83608,2.16272,2.08214,2.44951,1.76801,1.79984,1.2982,0.85114,0.82638,3.55783,2.66358,2.56632,3.35974,2.47212,2.38464,4.36529,3.34064,3.24072,4.18829,3.16721,3.07611,2.8451,2.06615,1.93939,2.83281,2.0403,1.91573,4.22405,4.09485,4.04259,2.73276,2.09539,2.08265,8.93624,2.99459,2.90748,3.4824,2.86534,2.77344
172.8,2.86453,1.73677,1.62849,2.85873,1.64767,1.52935,4.30084,3.39909,3.08798,3.53039,2.47627,2.2923,4.24601,4.09417,4.16311,2.72845,2.04688,1.96801,2.61407,1.92668,1.95608,1.31792,0.92622,0.90027,3.68301,2.79614,2.72106,3.33932,2.47857,2.40997,4.31457,3.30787,3.20766,4.17622,3.1755,3.08512,2.8669,2.09185,1.95805,2.84886,2.06979,1.93418,4.04733,3.90629,3.84567,2.61032,1.95678,1.9359,8.36546,3.00986,2.92831,3.48638,2.87805,2.79178
173.8,2.89255,1.7054,1.61023,2.88385,1.60921,1.50023,4.12917,3.21184,2.88952,3.38814,2.31858,2.12716,4.26127,4.11747,4.17977,2.76692,2.07702,2.00052,2.54815,1.97606,1.99372,1.38088,1.02058,0.99884,3.60111,2.79772,2.72422,3.22578,2.43594,2.36387,4.28405,3.27413,3.17337,4.13958,3.12879,3.04074,2.94341,2.19574,2.0619,2.96035,2.18813,2.05386,4.14404,3.98721,3.93555,2.75263,2.10311,2.08626,8.05651,2.986,2.89718,3.46969,2.84789,2.75442
174.8,2.88702,1.72164,1.6173,2.89139,1.6408,1.52662,4.28817,3.41857,3.1131,3.41076,2.39772,2.21582,4.22457,4.06856,4.13839,2.74227,2.08259,2.01128,2.43161,1.80277,1.82752,1.41554,1.01406,0.99376,3.49591,2.58893,2.50571,3.09772,2.27913,2.19918,4.39175,3.37094,3.28038,4.24668,3.21806,3.13536,2.76616,1.97837,1.84551,2.75373,1.95319,1.82055,4.05745,3.90976,3.84604,2.68451,2.05708,2.03075,7.76648,3.03139,2.95059,3.52927,2.91039,2.82645
175.8,2.80939,1.65917,1.56833,2.83029,1.61483,1.5185,4.25528,3.31336,2.98438,3.50789,2.39627,2.20999,4.2504,4.09858,4.16198,2.79112,2.12492,2.04252,2.44391,1.84558,1.88694,1.2623,0.91193,0.89901,3.4383,2.55214,2.46238,3.21275,2.39029,2.29408,4.28046,3.30072,3.20688,4.14559,3.16399,3.07907,2.67891,1.96276,1.84006,2.68711,1.95379,1.83133,4.00304,3.81391,3.75909,2.74063,2.07257,2.05085,7.73518,3.00883,2.9298,3.47399,2.86644,2.78591
176.8,2.82531,1.66488,1.57735,2.81657,1.59033,1.48516,4.21335,3.30926,3.00096,3.41046,2.3633,2.18389,4.22304,4.10491,4.17881,2.72495,2.07143,2.00072,2.64633,2.01526,2.0474,1.4012,1.0244,1.00217,3.46578,2.68008,2.59144,3.22462,2.48477,2.40576,4.373,3.32129,3.22762,4.20637,3.1582,3.07836,2.95372,2.25439,2.13238,2.95425,2.25052,2.12564,4.18502,4.05099,4.00356,2.75255,2.10501,2.0896,7.62062,3.01524,2.928,3.49344,2.87618,2.78484
177.8,2.90746,1.75649,1.6723,2.89892,1.66947,1.57342,4.31603,3.39525,3.07364,3.58642,2.47011,2.27464,4.20581,4.06365,4.12869,2.73212,2.07312,1.99264,2.44923,1.83035,1.85568,1.40972,1.08521,1.06746,3.54782,2.67538,2.59378,3.29124,2.42425,2.33772,4.26549,3.27522,3.17745,4.1622,3.16613,3.07425,2.80075,2.06653,1.93899,2.78696,2.04549,1.91749,4.18574,4.04466,3.98783,2.67164,2.01309,1.98137,7.72146,3.01884,2.93532,3.50989,2.88407,2.79747
178.8,2.89699,1.75827,1.6525,2.91613,1.71354,1.60636,4.26326,3.29799,2.98385,3.52906,2.35988,2.18778,4.24817,4.13308,4.20141,2.7553,2.09894,2.01713,2.51302,1.82805,1.85806,1.23957,0.79051,0.7765,3.56341,2.67241,2.59427,3.32377,2.4636,2.38313,4.29973,3.31176,3.21037,4.14844,3.16918,3.07454,2.80814,2.06665,1.93009,2.81125,2.05047,1.91325,4.1472,3.96815,3.9176,2.74937,2.04849,2.02497,7.79527,2.96994,2.88391,3.45296,2.82477,2.73506
